0	4	-8	3
1	4	-4	-5
2	4	0	-9
3	4	4	-9
4	4	8	-5
5	4	12	3
6	4	16	15
7	4	20	31
8	4	24	51
9	4	28	75
10	4	32	103
11	4	36	135
12	4	40	171
13	4	44	211
14	4	48	255
15	4	52	303
16	4	56	355
17	4	60	411
18	4	64	471
19	4	68	535
20	4	72	603
21	4	76	675
22	4	80	751
23	4	84	831
24	4	88	915
25	4	92	1003
26	4	96	1095
27	4	100	1191
28	4	104	1291
29	4	108	1395
30	4	112	1503
31	4	116	1615
32	4	120	1731
33	4	124	1851
34	4	128	1975
35	4	132	2103
36	4	136	2235
37	4	140	2371
38	4	144	2511
39	4	148	2655
40	4	152	2803
41	4	156	2955
42	4	160	3111
43	4	164	3271
44	4	168	3435
45	4	172	3603
46	4	176	3775
47	4	180	3951
48	4	184	4131
49	4	188	4315
50	4	192	4503
51	4	196	4695
52	4	200	4891
53	4	204	5091
54	4	208	5295
55	4	212	5503
56	4	216	5715
57	4	220	5931
58	4	224	6151
59	4	228	6375
60	4	232	6603
61	4	236	6835
62	4	240	7071
63	4	244	7311
64	4	248	7555
65	4	252	7803
66	4	256	8055
67	4	260	8311
68	4	264	8571
69	4	268	8835
70	4	272	9103
71	4	276	9375
72	4	280	9651
73	4	284	9931
74	4	288	10215
75	4	292	10503
76	4	296	10795
77	4	300	11091
78	4	304	11391
79	4	308	11695
80	4	312	12003
81	4	316	12315
82	4	320	12631
83	4	324	12951
84	4	328	13275
85	4	332	13603
86	4	336	13935
87	4	340	14271
88	4	344	14611
89	4	348	14955
90	4	352	15303
91	4	356	15655
92	4	360	16011
93	4	364	16371
94	4	368	16735
95	4	372	17103
96	4	376	17475
97	4	380	17851
98	4	384	18231
99	4	388	18615
100	4	392	19003
101	4	396	19395
102	4	400	19791
103	4	404	20191
104	4	408	20595
105	4	412	21003
106	4	416	21415
107	4	420	21831
108	4	424	22251
109	4	428	22675
110	4	432	23103
111	4	436	23535
112	4	440	23971
113	4	444	24411
114	4	448	24855
115	4	452	25303
116	4	456	25755
117	4	460	26211
118	4	464	26671
119	4	468	27135
120	4	472	27603
121	4	476	28075
122	4	480	28551
123	4	484	29031
124	4	488	29515
125	4	492	30003
126	4	496	30495
127	4	500	30991
128	4	504	31491
129	4	508	31995
130	4	512	32503
131	4	516	33015
132	4	520	33531
133	4	524	34051
134	4	528	34575
135	4	532	35103
136	4	536	35635
137	4	540	36171
138	4	544	36711
139	4	548	37255
140	4	552	37803
141	4	556	38355
142	4	560	38911
143	4	564	39471
144	4	568	40035
145	4	572	40603
146	4	576	41175
147	4	580	41751
148	4	584	42331
149	4	588	42915
150	4	592	43503
151	4	596	44095
152	4	600	44691
153	4	604	45291
154	4	608	45895
155	4	612	46503
156	4	616	47115
157	4	620	47731
158	4	624	48351
159	4	628	48975
160	4	632	49603
161	4	636	50235
162	4	640	50871
163	4	644	51511
164	4	648	52155
165	4	652	52803
166	4	656	53455
167	4	660	54111
168	4	664	54771
169	4	668	55435
170	4	672	56103
171	4	676	56775
172	4	680	57451
173	4	684	58131
174	4	688	58815
175	4	692	59503
176	4	696	60195
177	4	700	60891
178	4	704	61591
179	4	708	62295
180	4	712	63003
181	4	716	63715
182	4	720	64431
183	4	724	65151
184	4	728	65875
185	4	732	66603
186	4	736	67335
187	4	740	68071
188	4	744	68811
189	4	748	69555
190	4	752	70303
191	4	756	71055
192	4	760	71811
193	4	764	72571
194	4	768	73335
195	4	772	74103
196	4	776	74875
197	4	780	75651
198	4	784	76431
199	4	788	77215
200	4	792	78003
201	4	796	78795
202	4	800	79591
203	4	804	80391
204	4	808	81195
205	4	812	82003
206	4	816	82815
207	4	820	83631
208	4	824	84451
209	4	828	85275
210	4	832	86103
211	4	836	86935
212	4	840	87771
213	4	844	88611
214	4	848	89455
215	4	852	90303
216	4	856	91155
217	4	860	92011
218	4	864	92871
219	4	868	93735
220	4	872	94603
221	4	876	95475
222	4	880	96351
223	4	884	97231
224	4	888	98115
225	4	892	99003
226	4	896	99895
227	4	900	100791
228	4	904	101691
229	4	908	102595
230	4	912	103503
231	4	916	104415
232	4	920	105331
233	4	924	106251
234	4	928	107175
235	4	932	108103
236	4	936	109035
237	4	940	109971
238	4	944	110911
239	4	948	111855
240	4	952	112803
241	4	956	113755
242	4	960	114711
243	4	964	115671
244	4	968	116635
245	4	972	117603
246	4	976	118575
247	4	980	119551
248	4	984	120531
249	4	988	121515
250	4	992	122503
251	4	996	123495
252	4	1000	124491
253	4	1004	125491
254	4	1008	126495
255	4	1012	127503
256	4	1016	128515
257	4	1020	129531
258	4	1024	130551
259	4	1028	131575
260	4	1032	132603
261	4	1036	133635
262	4	1040	134671
263	4	1044	135711
264	4	1048	136755
265	4	1052	137803
266	4	1056	138855
267	4	1060	139911
268	4	1064	140971
269	4	1068	142035
270	4	1072	143103
271	4	1076	144175
272	4	1080	145251
273	4	1084	146331
274	4	1088	147415
275	4	1092	148503
276	4	1096	149595
277	4	1100	150691
278	4	1104	151791
279	4	1108	152895
280	4	1112	154003
281	4	1116	155115
282	4	1120	156231
283	4	1124	157351
284	4	1128	158475
285	4	1132	159603
286	4	1136	160735
287	4	1140	161871
288	4	1144	163011
289	4	1148	164155
290	4	1152	165303
291	4	1156	166455
292	4	1160	167611
293	4	1164	168771
294	4	1168	169935
295	4	1172	171103
296	4	1176	172275
297	4	1180	173451
298	4	1184	174631
299	4	1188	175815
300	4	1192	177003
301	4	1196	178195
302	4	1200	179391
303	4	1204	180591
304	4	1208	181795
305	4	1212	183003
306	4	1216	184215
307	4	1220	185431
308	4	1224	186651
309	4	1228	187875
310	4	1232	189103
311	4	1236	190335
312	4	1240	191571
313	4	1244	192811
314	4	1248	194055
315	4	1252	195303
316	4	1256	196555
317	4	1260	197811
318	4	1264	199071
319	4	1268	200335
320	4	1272	201603
321	4	1276	202875
322	4	1280	204151
323	4	1284	205431
324	4	1288	206715
325	4	1292	208003
326	4	1296	209295
327	4	1300	210591
328	4	1304	211891
329	4	1308	213195
330	4	1312	214503
331	4	1316	215815
332	4	1320	217131
333	4	1324	218451
334	4	1328	219775
335	4	1332	221103
336	4	1336	222435
337	4	1340	223771
338	4	1344	225111
339	4	1348	226455
340	4	1352	227803
341	4	1356	229155
342	4	1360	230511
343	4	1364	231871
344	4	1368	233235
345	4	1372	234603
346	4	1376	235975
347	4	1380	237351
348	4	1384	238731
349	4	1388	240115
350	4	1392	241503
351	4	1396	242895
352	4	1400	244291
353	4	1404	245691
354	4	1408	247095
355	4	1412	248503
356	4	1416	249915
357	4	1420	251331
358	4	1424	252751
359	4	1428	254175
360	4	1432	255603
361	4	1436	257035
362	4	1440	258471
363	4	1444	259911
364	4	1448	261355
365	4	1452	262803
366	4	1456	264255
367	4	1460	265711
368	4	1464	267171
369	4	1468	268635
370	4	1472	270103
371	4	1476	271575
372	4	1480	273051
373	4	1484	274531
374	4	1488	276015
375	4	1492	277503
376	4	1496	278995
377	4	1500	280491
378	4	1504	281991
379	4	1508	283495
380	4	1512	285003
381	4	1516	286515
382	4	1520	288031
383	4	1524	289551
384	4	1528	291075
385	4	1532	292603
386	4	1536	294135
387	4	1540	295671
388	4	1544	297211
389	4	1548	298755
390	4	1552	300303
391	4	1556	301855
392	4	1560	303411
393	4	1564	304971
394	4	1568	306535
395	4	1572	308103
396	4	1576	309675
397	4	1580	311251
398	4	1584	312831
399	4	1588	314415
400	4	1592	316003
401	4	1596	317595
402	4	1600	319191
403	4	1604	320791
404	4	1608	322395
405	4	1612	324003
406	4	1616	325615
407	4	1620	327231
408	4	1624	328851
409	4	1628	330475
410	4	1632	332103
411	4	1636	333735
412	4	1640	335371
413	4	1644	337011
414	4	1648	338655
415	4	1652	340303
416	4	1656	341955
417	4	1660	343611
418	4	1664	345271
419	4	1668	346935
420	4	1672	348603
421	4	1676	350275
422	4	1680	351951
423	4	1684	353631
424	4	1688	355315
425	4	1692	357003
426	4	1696	358695
427	4	1700	360391
428	4	1704	362091
429	4	1708	363795
430	4	1712	365503
431	4	1716	367215
432	4	1720	368931
433	4	1724	370651
434	4	1728	372375
435	4	1732	374103
436	4	1736	375835
437	4	1740	377571
438	4	1744	379311
439	4	1748	381055
440	4	1752	382803
441	4	1756	384555
442	4	1760	386311
443	4	1764	388071
444	4	1768	389835
445	4	1772	391603
446	4	1776	393375
447	4	1780	395151
448	4	1784	396931
449	4	1788	398715
450	4	1792	400503
451	4	1796	402295
452	4	1800	404091
453	4	1804	405891
454	4	1808	407695
455	4	1812	409503
456	4	1816	411315
457	4	1820	413131
458	4	1824	414951
459	4	1828	416775
460	4	1832	418603
461	4	1836	420435
462	4	1840	422271
463	4	1844	424111
464	4	1848	425955
465	4	1852	427803
466	4	1856	429655
467	4	1860	431511
468	4	1864	433371
469	4	1868	435235
470	4	1872	437103
471	4	1876	438975
472	4	1880	440851
473	4	1884	442731
474	4	1888	444615
475	4	1892	446503
476	4	1896	448395
477	4	1900	450291
478	4	1904	452191
479	4	1908	454095
480	4	1912	456003
481	4	1916	457915
482	4	1920	459831
483	4	1924	461751
484	4	1928	463675
485	4	1932	465603
486	4	1936	467535
487	4	1940	469471
488	4	1944	471411
489	4	1948	473355
490	4	1952	475303
491	4	1956	477255
492	4	1960	479211
493	4	1964	481171
494	4	1968	483135
495	4	1972	485103
496	4	1976	487075
497	4	1980	489051
498	4	1984	491031
499	4	1988	493015
500	4	1992	495003
501	4	1996	496995
502	4	2000	498991
503	4	2004	500991
504	4	2008	502995
505	4	2012	505003
506	4	2016	507015
507	4	2020	509031
508	4	2024	511051
509	4	2028	513075
510	4	2032	515103
511	4	2036	517135
512	4	2040	519171
513	4	2044	521211
514	4	2048	523255
515	4	2052	525303
516	4	2056	527355
517	4	2060	529411
518	4	2064	531471
519	4	2068	533535
520	4	2072	535603
521	4	2076	537675
522	4	2080	539751
523	4	2084	541831
524	4	2088	543915
525	4	2092	546003
526	4	2096	548095
527	4	2100	550191
528	4	2104	552291
529	4	2108	554395
530	4	2112	556503
531	4	2116	558615
532	4	2120	560731
533	4	2124	562851
534	4	2128	564975
535	4	2132	567103
536	4	2136	569235
537	4	2140	571371
538	4	2144	573511
539	4	2148	575655
540	4	2152	577803
541	4	2156	579955
542	4	2160	582111
543	4	2164	584271
544	4	2168	586435
545	4	2172	588603
546	4	2176	590775
547	4	2180	592951
548	4	2184	595131
549	4	2188	597315
550	4	2192	599503
551	4	2196	601695
552	4	2200	603891
553	4	2204	606091
554	4	2208	608295
555	4	2212	610503
556	4	2216	612715
